Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Camden Kerbside,,,,,,,,,,,,,,,,,,,,London Bloomsbury,,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"Ozone",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Sulphur dioxide",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit
28-04-2014,18:00,18,P ugm-3 (TEOM FDMS),103.3,P deg,3.5,P ms-1,15.4,P degC,110,P ugm-3,119,P ugm-3,295,P ugm-3,15,P ugm-3 (TEOM FDMS),15,P ugm-3 (TEOM FDMS),-0,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),109.9,P deg,3.4,P ms-1,15.2,P degC,8,P ugm-3,56,P ugm-3,69,P ugm-3,0,P ugm-3 (TEOM FDMS),48,P ugm-3,4,P ugm-3 (TEOM FDMS),4,P ugm-3,3,P ugm-3 (TEOM FDMS)
28-04-2014,19:00,17,P ugm-3 (TEOM FDMS),111.8,P deg,3.5,P ms-1,13.1,P degC,126,P ugm-3,115,P ugm-3,315,P ugm-3,29,P ugm-3 (TEOM FDMS),18,P ugm-3 (TEOM FDMS),No data,,12,P ugm-3 (TEOM FDMS),114.8,P deg,3.4,P ms-1,12.9,P degC,7,P ugm-3,63,P ugm-3,73,P ugm-3,11,P ugm-3 (TEOM FDMS),43,P ugm-3,13,P ugm-3 (TEOM FDMS),4,P ugm-3,2,P ugm-3 (TEOM FDMS)
28-04-2014,20:00,31,P ugm-3 (TEOM FDMS),114.2,P deg,3.2,P ms-1,11.4,P degC,55,P ugm-3,102,P ugm-3,190,P ugm-3,30,P ugm-3 (TEOM FDMS),29,P ugm-3 (TEOM FDMS),-2,P ugm-3 (TEOM FDMS),27,P ugm-3 (TEOM FDMS),113.2,P deg,3.2,P ms-1,11.2,P degC,4,P ugm-3,60,P ugm-3,67,P ugm-3,23,P ugm-3 (TEOM FDMS),43,P ugm-3,26,P ugm-3 (TEOM FDMS),5,P ugm-3,3,P ugm-3 (TEOM FDMS)
28-04-2014,21:00,37,P ugm-3 (TEOM FDMS),111.4,P deg,3.1,P ms-1,10.1,P degC,50,P ugm-3,92,P ugm-3,172,P ugm-3,36,P ugm-3 (TEOM FDMS),35,P ugm-3 (TEOM FDMS),-1,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),110.2,P deg,3.0,P ms-1,9.9,P degC,3,P ugm-3,50,P ugm-3,54,P ugm-3,24,P ugm-3 (TEOM FDMS),46,P ugm-3,29,P ugm-3 (TEOM FDMS),5,P ugm-3,6,P ugm-3 (TEOM FDMS)
28-04-2014,22:00,47,P ugm-3 (TEOM FDMS),102.3,P deg,2.8,P ms-1,8.9,P degC,72,P ugm-3,97,P ugm-3,212,P ugm-3,37,P ugm-3 (TEOM FDMS),38,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),106.1,P deg,2.8,P ms-1,8.7,P degC,3,P ugm-3,57,P ugm-3,61,P ugm-3,23,P ugm-3 (TEOM FDMS),29,P ugm-3,31,P ugm-3 (TEOM FDMS),5,P ugm-3,7,P ugm-3 (TEOM FDMS)
28-04-2014,23:00,45,P ugm-3 (TEOM FDMS),78.4,P deg,2.9,P ms-1,7.8,P degC,49,P ugm-3,87,P ugm-3,167,P ugm-3,33,P ugm-3 (TEOM FDMS),40,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),34,P ugm-3 (TEOM FDMS),88.0,P deg,2.9,P ms-1,7.9,P degC,7,P ugm-3,59,P ugm-3,70,P ugm-3,23,P ugm-3 (TEOM FDMS),17,P ugm-3,33,P ugm-3 (TEOM FDMS),4,P ugm-3,10,P ugm-3 (TEOM FDMS)
28-04-2014,24:00,45,P ugm-3 (TEOM FDMS),69.1,P deg,1.6,P ms-1,8.0,P degC,38,P ugm-3,79,P ugm-3,140,P ugm-3,26,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),38,P ugm-3 (TEOM FDMS),74.8,P deg,1.5,P ms-1,8.3,P degC,24,P ugm-3,69,P ugm-3,104,P ugm-3,23,P ugm-3 (TEOM FDMS),2,P ugm-3,33,P ugm-3 (TEOM FDMS),5,P ugm-3,10,P ugm-3 (TEOM FDMS)
29-04-2014,01:00,44,P ugm-3 (TEOM FDMS),53.0,P deg,1.0,P ms-1,6.0,P degC,24,P ugm-3,64,P ugm-3,103,P ugm-3,25,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),13,P ugm-3 (TEOM FDMS),44,P ugm-3 (TEOM FDMS),51.6,P deg,1.0,P ms-1,6.3,P degC,16,P ugm-3,59,P ugm-3,83,P ugm-3,24,P ugm-3 (TEOM FDMS),3,P ugm-3,36,P ugm-3 (TEOM FDMS),5,P ugm-3,12,P ugm-3 (TEOM FDMS)
29-04-2014,02:00,49,P ugm-3 (TEOM FDMS),57.2,P deg,1.0,P ms-1,6.2,P degC,12,P ugm-3,51,P ugm-3,71,P ugm-3,28,P ugm-3 (TEOM FDMS),44,P ugm-3 (TEOM FDMS),16,P ugm-3 (TEOM FDMS),49,P ugm-3 (TEOM FDMS),60.9,P deg,1.1,P ms-1,6.4,P degC,6,P ugm-3,47,P ugm-3,57,P ugm-3,31,P ugm-3 (TEOM FDMS),10,P ugm-3,43,P ugm-3 (TEOM FDMS),4,P ugm-3,12,P ugm-3 (TEOM FDMS)
29-04-2014,03:00,51,P ugm-3 (TEOM FDMS),79.0,P deg,0.9,P ms-1,6.4,P degC,8,P ugm-3,39,P ugm-3,53,P ugm-3,27,P ugm-3 (TEOM FDMS),43,P ugm-3 (TEOM FDMS),15,P ugm-3 (TEOM FDMS),54,P ugm-3 (TEOM FDMS),75.0,P deg,0.9,P ms-1,6.6,P degC,5,P ugm-3,39,P ugm-3,47,P ugm-3,30,P ugm-3 (TEOM FDMS),22,P ugm-3,45,P ugm-3 (TEOM FDMS),4,P ugm-3,15,P ugm-3 (TEOM FDMS)
29-04-2014,04:00,53,P ugm-3 (TEOM FDMS),63.2,P deg,0.9,P ms-1,6.6,P degC,11,P ugm-3,33,P ugm-3,51,P ugm-3,27,P ugm-3 (TEOM FDMS),42,P ugm-3 (TEOM FDMS),15,P ugm-3 (TEOM FDMS),49,P ugm-3 (TEOM FDMS),52.2,P deg,1.0,P ms-1,6.8,P degC,5,P ugm-3,35,P ugm-3,43,P ugm-3,29,P ugm-3 (TEOM FDMS),30,P ugm-3,44,P ugm-3 (TEOM FDMS),4,P ugm-3,15,P ugm-3 (TEOM FDMS)
29-04-2014,05:00,49,P ugm-3 (TEOM FDMS),56.4,P deg,1.0,P ms-1,6.8,P degC,26,P ugm-3,39,P ugm-3,81,P ugm-3,24,P ugm-3 (TEOM FDMS),39,P ugm-3 (TEOM FDMS),15,P ugm-3 (TEOM FDMS),43,P ugm-3 (TEOM FDMS),48.8,P deg,1.0,P ms-1,7.0,P degC,7,P ugm-3,37,P ugm-3,47,P ugm-3,23,P ugm-3 (TEOM FDMS),36,P ugm-3,39,P ugm-3 (TEOM FDMS),4,P ugm-3,16,P ugm-3 (TEOM FDMS)
29-04-2014,06:00,50,P ugm-3 (TEOM FDMS),48.1,P deg,0.9,P ms-1,7.0,P degC,137,P ugm-3,82,P ugm-3,298,P ugm-3,28,P ugm-3 (TEOM FDMS),42,P ugm-3 (TEOM FDMS),14,P ugm-3 (TEOM FDMS),43,P ugm-3 (TEOM FDMS),43.8,P deg,0.9,P ms-1,7.2,P degC,18,P ugm-3,54,P ugm-3,81,P ugm-3,24,P ugm-3 (TEOM FDMS),23,P ugm-3,38,P ugm-3 (TEOM FDMS),5,P ugm-3,14,P ugm-3 (TEOM FDMS)
29-04-2014,07:00,47,P ugm-3 (TEOM FDMS),40.7,P deg,1.0,P ms-1,7.3,P degC,173,P ugm-3,101,P ugm-3,374,P ugm-3,27,P ugm-3 (TEOM FDMS),40,P ugm-3 (TEOM FDMS),13,P ugm-3 (TEOM FDMS),41,P ugm-3 (TEOM FDMS),42.9,P deg,1.1,P ms-1,7.7,P degC,23,P ugm-3,63,P ugm-3,98,P ugm-3,21,P ugm-3 (TEOM FDMS),18,P ugm-3,33,P ugm-3 (TEOM FDMS),5,P ugm-3,12,P ugm-3 (TEOM FDMS)
29-04-2014,08:00,47,P ugm-3 (TEOM FDMS),40.9,P deg,1.5,P ms-1,8.2,P degC,158,P ugm-3,122,P ugm-3,372,P ugm-3,29,P ugm-3 (TEOM FDMS),41,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),43,P ugm-3 (TEOM FDMS),43.9,P deg,1.5,P ms-1,8.9,P degC,37,P ugm-3,72,P ugm-3,129,P ugm-3,28,P ugm-3 (TEOM FDMS),9,P ugm-3,39,P ugm-3 (TEOM FDMS),6,P ugm-3,11,P ugm-3 (TEOM FDMS)
29-04-2014,09:00,49,P ugm-3 (TEOM FDMS),57.6,P deg,1.5,P ms-1,10.3,P degC,263,P ugm-3,98,P ugm-3,512,P ugm-3,30,P ugm-3 (TEOM FDMS),43,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),42,P ugm-3 (TEOM FDMS),59.9,P deg,1.8,P ms-1,10.8,P degC,39,P ugm-3,70,P ugm-3,130,P ugm-3,22,P ugm-3 (TEOM FDMS),14,P ugm-3,33,P ugm-3 (TEOM FDMS),5,P ugm-3,11,P ugm-3 (TEOM FDMS)
29-04-2014,10:00,45,P ugm-3 (TEOM FDMS),87.3,P deg,1.4,P ms-1,12.9,P degC,141,P ugm-3,92,P ugm-3,315,P ugm-3,28,P ugm-3 (TEOM FDMS),41,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),36,P ugm-3 (TEOM FDMS),86.9,P deg,1.7,P ms-1,12.9,P degC,34,P ugm-3,67,P ugm-3,119,P ugm-3,18,P ugm-3 (TEOM FDMS),22,P ugm-3,27,P ugm-3 (TEOM FDMS),5,P ugm-3,9,P ugm-3 (TEOM FDMS)
29-04-2014,11:00,42,P ugm-3 (TEOM FDMS),97.1,P deg,2.1,P ms-1,15.3,P degC,124,P ugm-3,91,P ugm-3,287,P ugm-3,20,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),30,P ugm-3 (TEOM FDMS),105.7,P deg,1.8,P ms-1,15.3,P degC,22,P ugm-3,61,P ugm-3,94,P ugm-3,13,P ugm-3 (TEOM FDMS),31,P ugm-3,22,P ugm-3 (TEOM FDMS),4,P ugm-3,9,P ugm-3 (TEOM FDMS)
29-04-2014,12:00,34,P ugm-3 (TEOM FDMS),113.8,P deg,1.8,P ms-1,16.2,P degC,88,P ugm-3,82,P ugm-3,221,P ugm-3,17,P ugm-3 (TEOM FDMS),27,P ugm-3 (TEOM FDMS),10,P ugm-3 (TEOM FDMS),28,P ugm-3 (TEOM FDMS),112.2,P deg,1.9,P ms-1,16.5,P degC,13,P ugm-3,50,P ugm-3,70,P ugm-3,12,P ugm-3 (TEOM FDMS),42,P ugm-3,19,P ugm-3 (TEOM FDMS),4,P ugm-3,6,P ugm-3 (TEOM FDMS)
29-04-2014,13:00,31,P ugm-3 (TEOM FDMS),108.5,P deg,1.7,P ms-1,16.1,P degC,90,P ugm-3,104,P ugm-3,247,P ugm-3,15,P ugm-3 (TEOM FDMS),24,P ugm-3 (TEOM FDMS),10,P ugm-3 (TEOM FDMS),23,P ugm-3 (TEOM FDMS),110.5,P deg,2.0,P ms-1,16.1,P degC,24,P ugm-3,63,P ugm-3,99,P ugm-3,9,P ugm-3 (TEOM FDMS),37,P ugm-3,17,P ugm-3 (TEOM FDMS),4,P ugm-3,8,P ugm-3 (TEOM FDMS)
29-04-2014,14:00,36,P ugm-3 (TEOM FDMS),110.1,P deg,1.1,P ms-1,17.6,P degC,86,P ugm-3,102,P ugm-3,239,P ugm-3,11,P ugm-3 (TEOM FDMS),20,P ugm-3 (TEOM FDMS),10,P ugm-3 (TEOM FDMS),23,P ugm-3 (TEOM FDMS),101.0,P deg,1.7,P ms-1,17.6,P degC,18,P ugm-3,62,P ugm-3,89,P ugm-3,9,P ugm-3 (TEOM FDMS),41,P ugm-3,15,P ugm-3 (TEOM FDMS),4,P ugm-3,7,P ugm-3 (TEOM FDMS)
29-04-2014,15:00,36,P ugm-3 (TEOM FDMS),78.8,P deg,1.4,P ms-1,16.4,P degC,181,P ugm-3,137,P ugm-3,423,P ugm-3,20,P ugm-3 (TEOM FDMS),30,P ugm-3 (TEOM FDMS),10,P ugm-3 (TEOM FDMS),25,P ugm-3 (TEOM FDMS),82.9,P deg,2.1,P ms-1,17.0,P degC,13,P ugm-3,57,P ugm-3,77,P ugm-3,13,P ugm-3 (TEOM FDMS),46,P ugm-3,18,P ugm-3 (TEOM FDMS),4,P ugm-3,5,P ugm-3 (TEOM FDMS)
29-04-2014,16:00,31,P ugm-3 (TEOM FDMS),35.7,P deg,1.2,P ms-1,16.7,P degC,148,P ugm-3,142,P ugm-3,377,P ugm-3,15,P ugm-3 (TEOM FDMS),27,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),26,P ugm-3 (TEOM FDMS),81.0,P deg,2.0,P ms-1,16.7,P degC,17,P ugm-3,66,P ugm-3,92,P ugm-3,14,P ugm-3 (TEOM FDMS),40,P ugm-3,21,P ugm-3 (TEOM FDMS),5,P ugm-3,6,P ugm-3 (TEOM FDMS)
29-04-2014,17:00,30,P ugm-3 (TEOM FDMS),72.4,P deg,0.9,P ms-1,15.8,P degC,159,P ugm-3,155,P ugm-3,406,P ugm-3,8,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),23,P ugm-3 (TEOM FDMS),28,P ugm-3 (TEOM FDMS),102.6,P deg,1.9,P ms-1,16.2,P degC,18,P ugm-3,76,P ugm-3,104,P ugm-3,13,P ugm-3 (TEOM FDMS),38,P ugm-3,20,P ugm-3 (TEOM FDMS),5,P ugm-3,7,P ugm-3 (TEOM FDMS)
29-04-2014,18:00,36,P ugm-3 (TEOM FDMS),29.5,P deg,1.2,P ms-1,15.0,P degC,128,P ugm-3,158,P ugm-3,361,P ugm-3,0.000000,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),29,P ugm-3 (TEOM FDMS),61.5,P deg,1.7,P ms-1,16.0,P degC,12,P ugm-3,73,P ugm-3,91,P ugm-3,16,P ugm-3 (TEOM FDMS),38,P ugm-3,22,P ugm-3 (TEOM FDMS),5,P ugm-3,6,P ugm-3 (TEOM FDMS)
29-04-2014,19:00,42,P ugm-3 (TEOM FDMS),22.7,P deg,3.0,P ms-1,12.8,P degC,150,P ugm-3,145,P ugm-3,383,P ugm-3,28,P ugm-3 (TEOM FDMS),34,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),47.2,P deg,2.7,P ms-1,13.5,P degC,8,P ugm-3,73,P ugm-3,86,P ugm-3,16,P ugm-3 (TEOM FDMS),33,P ugm-3,23,P ugm-3 (TEOM FDMS),5,P ugm-3,7,P ugm-3 (TEOM FDMS)
29-04-2014,20:00,35,P ugm-3 (TEOM FDMS),32.0,P deg,3.1,P ms-1,11.2,P degC,84,P ugm-3,114,P ugm-3,249,P ugm-3,52,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),No data,,33,P ugm-3 (TEOM FDMS),43.8,P deg,2.9,P ms-1,11.6,P degC,10,P ugm-3,77,P ugm-3,92,P ugm-3,22,P ugm-3 (TEOM FDMS),24,P ugm-3,28,P ugm-3 (TEOM FDMS),5,P ugm-3,6,P ugm-3 (TEOM FDMS)
29-04-2014,21:00,42,P ugm-3 (TEOM FDMS),38.6,P deg,3.0,P ms-1,10.1,P degC,81,P ugm-3,108,P ugm-3,237,P ugm-3,34,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),52.4,P deg,1.5,P ms-1,10.1,P degC,9,P ugm-3,74,P ugm-3,87,P ugm-3,19,P ugm-3 (TEOM FDMS),20,P ugm-3,23,P ugm-3 (TEOM FDMS),4,P ugm-3,4,P ugm-3 (TEOM FDMS)
29-04-2014,22:00,41,P ugm-3 (TEOM FDMS),45.4,P deg,3.0,P ms-1,9.0,P degC,70,P ugm-3,104,P ugm-3,215,P ugm-3,32,P ugm-3 (TEOM FDMS),35,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),26,P ugm-3 (TEOM FDMS),57.5,P deg,1.0,P ms-1,8.9,P degC,9,P ugm-3,80,P ugm-3,93,P ugm-3,15,P ugm-3 (TEOM FDMS),9,P ugm-3,24,P ugm-3 (TEOM FDMS),4,P ugm-3,10,P ugm-3 (TEOM FDMS)
29-04-2014,23:00,38,P ugm-3 (TEOM FDMS),42.4,P deg,2.7,P ms-1,8.3,P degC,58,P ugm-3,98,P ugm-3,190,P ugm-3,31,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),27,P ugm-3 (TEOM FDMS),70.7,P deg,0.6,P ms-1,8.1,P degC,12,P ugm-3,85,P ugm-3,103,P ugm-3,16,P ugm-3 (TEOM FDMS),3,P ugm-3,23,P ugm-3 (TEOM FDMS),4,P ugm-3,7,P ugm-3 (TEOM FDMS)
29-04-2014,24:00,38,P ugm-3 (TEOM FDMS),46.9,P deg,0.7,P ms-1,8.0,P degC,40,P ugm-3,89,P ugm-3,153,P ugm-3,22,P ugm-3 (TEOM FDMS),30,P ugm-3 (TEOM FDMS),8,P ugm-3 (TEOM FDMS),28,P ugm-3 (TEOM FDMS),119.5,P deg,0.7,P ms-1,7.8,P degC,8,P ugm-3,78,P ugm-3,90,P ugm-3,15,P ugm-3 (TEOM FDMS),7,P ugm-3,21,P ugm-3 (TEOM FDMS),4,P ugm-3,6,P ugm-3 (TEOM FDMS)
30-04-2014,01:00,34,P ugm-3 (TEOM FDMS),306.8,P deg,0.6,P ms-1,2.9,P degC,25,P ugm-3,82,P ugm-3,122,P ugm-3,19,P ugm-3 (TEOM FDMS),30,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),24,P ugm-3 (TEOM FDMS),289.3,P deg,0.8,P ms-1,3.3,P degC,1,P ugm-3,54,P ugm-3,60,P ugm-3,16,P ugm-3 (TEOM FDMS),32,P ugm-3,23,P ugm-3 (TEOM FDMS),3,P ugm-3,7,P ugm-3 (TEOM FDMS)
30-04-2014,02:00,39,P ugm-3 (TEOM FDMS),305.1,P deg,0.8,P ms-1,2.8,P degC,22,P ugm-3,78,P ugm-3,114,P ugm-3,24,P ugm-3 (TEOM FDMS),35,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),29,P ugm-3 (TEOM FDMS),299.9,P deg,0.8,P ms-1,3.2,P degC,7,P ugm-3,47,P ugm-3,63,P ugm-3,17,P ugm-3 (TEOM FDMS),28,P ugm-3,24,P ugm-3 (TEOM FDMS),4,P ugm-3,7,P ugm-3 (TEOM FDMS)
30-04-2014,03:00,40,P ugm-3 (TEOM FDMS),308.5,P deg,0.6,P ms-1,2.9,P degC,26,P ugm-3,78,P ugm-3,120,P ugm-3,23,P ugm-3 (TEOM FDMS),35,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),39,P ugm-3 (TEOM FDMS),307.9,P deg,0.8,P ms-1,3.3,P degC,32,P ugm-3,72,P ugm-3,132,P ugm-3,25,P ugm-3 (TEOM FDMS),1,P ugm-3,35,P ugm-3 (TEOM FDMS),4,P ugm-3,10,P ugm-3 (TEOM FDMS)
30-04-2014,04:00,43,P ugm-3 (TEOM FDMS),293.2,P deg,0.5,P ms-1,3.0,P degC,62,P ugm-3,75,P ugm-3,174,P ugm-3,24,P ugm-3 (TEOM FDMS),36,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),45,P ugm-3 (TEOM FDMS),292.2,P deg,0.7,P ms-1,3.5,P degC,42,P ugm-3,63,P ugm-3,139,P ugm-3,26,P ugm-3 (TEOM FDMS),1,P ugm-3,35,P ugm-3 (TEOM FDMS),5,P ugm-3,9,P ugm-3 (TEOM FDMS)
30-04-2014,05:00,46,P ugm-3 (TEOM FDMS),305.1,P deg,0.8,P ms-1,3.1,P degC,97,P ugm-3,73,P ugm-3,227,P ugm-3,23,P ugm-3 (TEOM FDMS),34,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),45,P ugm-3 (TEOM FDMS),300.3,P deg,0.8,P ms-1,3.5,P degC,49,P ugm-3,63,P ugm-3,149,P ugm-3,29,P ugm-3 (TEOM FDMS),1,P ugm-3,40,P ugm-3 (TEOM FDMS),5,P ugm-3,11,P ugm-3 (TEOM FDMS)
30-04-2014,06:00,52,P ugm-3 (TEOM FDMS),298.0,P deg,0.8,P ms-1,3.3,P degC,264,P ugm-3,105,P ugm-3,520,P ugm-3,28,P ugm-3 (TEOM FDMS),38,P ugm-3 (TEOM FDMS),10,P ugm-3 (TEOM FDMS),40,P ugm-3 (TEOM FDMS),295.4,P deg,0.9,P ms-1,3.7,P degC,68,P ugm-3,67,P ugm-3,186,P ugm-3,24,P ugm-3 (TEOM FDMS),1,P ugm-3,36,P ugm-3 (TEOM FDMS),6,P ugm-3,12,P ugm-3 (TEOM FDMS)
30-04-2014,07:00,54,P ugm-3 (TEOM FDMS),244.9,P deg,0.5,P ms-1,3.8,P degC,345,P ugm-3,117,P ugm-3,660,P ugm-3,39,P ugm-3 (TEOM FDMS),50,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),49,P ugm-3 (TEOM FDMS),267.7,P deg,0.7,P ms-1,4.2,P degC,111,P ugm-3,80,P ugm-3,271,P ugm-3,32,P ugm-3 (TEOM FDMS),2,P ugm-3,43,P ugm-3 (TEOM FDMS),7,P ugm-3,11,P ugm-3 (TEOM FDMS)
30-04-2014,08:00,63,P ugm-3 (TEOM FDMS),235.1,P deg,0.7,P ms-1,4.8,P degC,359,P ugm-3,118,P ugm-3,683,P ugm-3,42,P ugm-3 (TEOM FDMS),53,P ugm-3 (TEOM FDMS),11,P ugm-3 (TEOM FDMS),67,P ugm-3 (TEOM FDMS),237.8,P deg,0.7,P ms-1,5.1,P degC,163,P ugm-3,92,P ugm-3,371,P ugm-3,45,P ugm-3 (TEOM FDMS),4,P ugm-3,57,P ugm-3 (TEOM FDMS),9,P ugm-3,12,P ugm-3 (TEOM FDMS)
30-04-2014,09:00,67,P ugm-3 (TEOM FDMS),211.2,P deg,0.7,P ms-1,6.7,P degC,216,P ugm-3,122,P ugm-3,463,P ugm-3,42,P ugm-3 (TEOM FDMS),56,P ugm-3 (TEOM FDMS),14,P ugm-3 (TEOM FDMS),73,P ugm-3 (TEOM FDMS),224.0,P deg,0.7,P ms-1,6.6,P degC,188,P ugm-3,105,P ugm-3,426,P ugm-3,51,P ugm-3 (TEOM FDMS),9,P ugm-3,65,P ugm-3 (TEOM FDMS),11,P ugm-3,14,P ugm-3 (TEOM FDMS)
30-04-2014,10:00,43,P ugm-3 (TEOM FDMS),211.1,P deg,1.0,P ms-1,11.1,P degC,160,P ugm-3,116,P ugm-3,368,P ugm-3,28,P ugm-3 (TEOM FDMS),41,P ugm-3 (TEOM FDMS),13,P ugm-3 (TEOM FDMS),64,P ugm-3 (TEOM FDMS),211.9,P deg,0.8,P ms-1,10.7,P degC,123,P ugm-3,102,P ugm-3,315,P ugm-3,37,P ugm-3 (TEOM FDMS),7,P ugm-3,54,P ugm-3 (TEOM FDMS),9,P ugm-3,17,P ugm-3 (TEOM FDMS)
30-04-2014,11:00,32,P ugm-3 (TEOM FDMS),220.7,P deg,2.2,P ms-1,16.4,P degC,86,P ugm-3,90,P ugm-3,226,P ugm-3,17,P ugm-3 (TEOM FDMS),29,P ugm-3 (TEOM FDMS),12,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),225.6,P deg,1.8,P ms-1,16.4,P degC,28,P ugm-3,73,P ugm-3,115,P ugm-3,12,P ugm-3 (TEOM FDMS),28,P ugm-3,26,P ugm-3 (TEOM FDMS),4,P ugm-3,13,P ugm-3 (TEOM FDMS)
30-04-2014,12:00,30,P ugm-3 (TEOM FDMS),229.1,P deg,2.8,P ms-1,18.5,P degC,56,P ugm-3,80,P ugm-3,168,P ugm-3,No data,,26,P ugm-3 (TEOM FDMS),40,P ugm-3 (TEOM FDMS),21,P ugm-3 (TEOM FDMS),231.9,P deg,2.5,P ms-1,18.8,P degC,, ,, ,, ,8,P ugm-3 (TEOM FDMS),, ,18,P ugm-3 (TEOM FDMS),, ,11,P ugm-3 (TEOM FDMS)
30-04-2014,13:00,33,P ugm-3 (TEOM FDMS),236.5,P deg,3.5,P ms-1,19.5,P degC,50,P ugm-3,86,P ugm-3,165,P ugm-3,No data,,12,P ugm-3 (TEOM FDMS),105,P ugm-3 (TEOM FDMS),17,P ugm-3 (TEOM FDMS),237.3,P deg,3.3,P ms-1,19.9,P degC,13,P ugm-3,48,P ugm-3,56,P ugm-3,7,P ugm-3 (TEOM FDMS),53,P ugm-3,13,P ugm-3 (TEOM FDMS),4,P ugm-3,6,P ugm-3 (TEOM FDMS)
30-04-2014,14:00,27,P ugm-3 (TEOM FDMS),234.2,P deg,3.7,P ms-1,19.9,P degC,55,P ugm-3,78,P ugm-3,166,P ugm-3,No data,,27,P ugm-3 (TEOM FDMS),97,P ugm-3 (TEOM FDMS),18,P ugm-3 (TEOM FDMS),237.7,P deg,3.7,P ms-1,20.3,P degC,4,P ugm-3,37,P ugm-3,30,P ugm-3,6,P ugm-3 (TEOM FDMS),64,P ugm-3,12,P ugm-3 (TEOM FDMS),3,P ugm-3,6,P ugm-3 (TEOM FDMS)
30-04-2014,15:00,25,P ugm-3 (TEOM FDMS),229.7,P deg,3.9,P ms-1,19.7,P degC,66,P ugm-3,100,P ugm-3,205,P ugm-3,No data,,25,P ugm-3 (TEOM FDMS),81,P ugm-3 (TEOM FDMS),18,P ugm-3 (TEOM FDMS),236.1,P deg,4.1,P ms-1,20.1,P degC,4,P ugm-3,35,P ugm-3,29,P ugm-3,6,P ugm-3 (TEOM FDMS),72,P ugm-3,10,P ugm-3 (TEOM FDMS),3,P ugm-3,4,P ugm-3 (TEOM FDMS)
